id_nb,name,type_1,type_2,link,data_species,data_height,data_weight,data_abilities,training_catch_rate,training_base_exp,training_growth_rate, breeding_gender, breeding_gender,stats_hp,stats_attack,stats_defense, stats_sp_atk,stats_sp_def,    stats_speed,stats_total
#0809,Melmetal,Steel,Nan,/pokedex/melmetal,Hex Nut Pokémon,2.5,800,Iron Fist,3,300,Slow,Genderless,135,143,143,80,65,34,600,
#0810,Grookey,Grass,Nan,/pokedex/grookey,Chimp Pokémon,0.3,5,Overgrow,45,62,Medium Slow,87.5% male, 12.5% female,50,65,50,40,40,65,310
#0811,Thwackey,Grass,Nan,/pokedex/thwackey,Beat Pokémon,0.7,14,Overgrow,45,147,Medium Slow,87.5% male, 12.5% female,70,85,70,55,60,80,420
#0812,Rillaboom,Grass,Nan,/pokedex/rillaboom,Drummer Pokémon,2.1,90,Overgrow,45,265,Medium Slow,87.5% male, 12.5% female,100,125,90,60,70,85,530
#0813,Scorbunny,Fire,Nan,/pokedex/scorbunny,Rabbit Pokémon,0.3,4.5,Blaze,45,62,Medium Slow,87.5% male, 12.5% female,50,71,40,40,40,69,310
#0814,Raboot,Fire,Nan,/pokedex/raboot,Rabbit Pokémon,0.6,9,Blaze,45,147,Medium Slow,87.5% male, 12.5% female,65,86,60,55,60,94,420
#0815,Cinderace,Fire,Nan,/pokedex/cinderace,Striker Pokémon,1.4,33,Blaze,45,265,Medium Slow,87.5% male, 12.5% female,80,116,75,65,75,119,530
#0816,Sobble,Water,Nan,/pokedex/sobble,Water Lizard Pokémon,0.3,4,Torrent,45,62,Medium Slow,87.5% male, 12.5% female,50,40,40,70,40,70,310
#0817,Drizzile,Water,Nan,/pokedex/drizzile,Water lizard Pokémon,0.7,11.5,Torrent,45,147,Medium Slow,87.5% male, 12.5% female,65,60,55,95,55,90,420
#0818,Inteleon,Water,Nan,/pokedex/inteleon,Secret Agent Pokémon,1.9,45.2,Torrent,45,265,Medium Slow,87.5% male, 12.5% female,70,85,65,125,65,120,530
#0819,Skwovet,Normal,Nan,/pokedex/skwovet,Cheeky Pokémon,0.3,2.5,Cheek Pouch,255,55,Medium Fast,50% male, 50% female,70,55,55,35,35,25,275
#0820,Greedent,Normal,Nan,/pokedex/greedent,Greedy Pokémon,0.6,6,Cheek Pouch,90,161,Medium Fast,50% male, 50% female,120,95,95,55,75,20,460
#0821,Rookidee,Flying,Nan,/pokedex/rookidee,Tiny Bird Pokémon,0.2,1.8,Keen Eye,255,49,Medium Slow,50% male, 50% female,38,47,35,33,35,57,245
#0822,Corvisquire,Flying,Nan,/pokedex/corvisquire,Raven Pokémon,0.8,16,Keen Eye,120,128,Medium Slow,50% male, 50% female,68,67,55,43,55,77,365
#0823,Corviknight,Flying,Steel,/pokedex/corviknight,Raven Pokémon,2.2,75,Pressure,45,248,Medium Slow,50% male, 50% female,98,87,105,53,85,67,495
#0824,Blipbug,Bug,Nan,/pokedex/blipbug,Larva Pokémon,0.4,8,Swarm,255,36,Medium Fast,50% male, 50% female,25,20,20,25,45,45,180
#0825,Dottler,Bug,Psychic,/pokedex/dottler,Radome Pokémon,0.4,19.5,Swarm,120,117,Medium Fast,50% male, 50% female,50,35,80,50,90,30,335
#0826,Orbeetle,Bug,Psychic,/pokedex/orbeetle,Seven Spot Pokémon,0.4,40.8,Swarm,45,253,Medium Fast,50% male, 50% female,60,45,110,80,120,90,505
#0827,Nickit,Dark,Nan,/pokedex/nickit,Fox Pokémon,0.6,8.9,Run Away,255,49,Fast,50% male, 50% female,40,28,28,47,52,50,245
#0828,Thievul,Dark,Nan,/pokedex/thievul,Fox Pokémon,1.2,19.9,Run Away,127,159,Fast,50% male, 50% female,70,58,58,87,92,90,455
#0829,Gossifleur,Grass,Nan,/pokedex/gossifleur,Flowering Pokémon,0.4,2.2,Cotton Down,190,50,Medium Fast,50% male, 50% female,40,40,60,40,60,10,250
#0830,Eldegoss,Grass,Nan,/pokedex/eldegoss,Cotton Bloom Pokémon,0.5,2.5,Cotton Down,75,161,Medium Fast,50% male, 50% female,60,50,90,80,120,60,460
#0831,Wooloo,Normal,Nan,/pokedex/wooloo,Sheep Pokémon,0.6,6,Fluffy,255,122,Medium Fast,50% male, 50% female,42,40,55,40,45,48,270
#0832,Dubwool,Normal,Nan,/pokedex/dubwool,Sheep Pokémon,1.3,43,Fluffy,127,172,Medium Fast,50% male, 50% female,72,80,100,60,90,88,490
#0833,Chewtle,Water,Nan,/pokedex/chewtle,Snapping Pokémon,0.3,8.5,Strong Jaw,255,57,Medium Fast,50% male, 50% female,50,64,50,38,38,44,284
#0834,Drednaw,Water,Rock,/pokedex/drednaw,Bite Pokémon,1,115.5,Strong Jaw,75,170,Medium Fast,50% male, 50% female,90,115,90,48,68,74,485
#0835,Yamper,Electric,Nan,/pokedex/yamper,Puppy Pokémon,0.3,13.5,Ball Fetch,255,54,Fast,50% male, 50% female,59,45,50,40,50,26,270
#0836,Boltund,Electric,Nan,/pokedex/boltund,Dog Pokémon,1,34,Strong Jaw,45,172,Fast,50% male, 50% female,69,90,60,90,60,121,490
#0837,Rolycoly,Rock,Nan,/pokedex/rolycoly,Coal Pokémon,0.3,12,Steam Engine,255,48,Medium Slow,50% male, 50% female,30,40,50,40,50,30,240
#0838,Carkol,Rock,Fire,/pokedex/carkol,Coal Pokémon,1.1,78,Steam Engine,120,144,Medium Slow,50% male, 50% female,80,60,90,60,70,50,410
#0839,Coalossal,Rock,Fire,/pokedex/coalossal,Coal Pokémon,2.8,310.5,Steam Engine,45,255,Medium Slow,50% male, 50% female,110,80,120,80,90,30,510
#0840,Applin,Grass,Dragon,/pokedex/applin,Apple Core Pokémon,0.2,0.5,Ripen,255,52,Erratic,50% male, 50% female,40,40,80,40,40,20,260
#0841,Flapple,Grass,Dragon,/pokedex/flapple,Apple Wing Pokémon,0.3,1,Ripen,45,170,Erratic,50% male, 50% female,70,110,80,95,60,70,485
#0842,Appletun,Grass,Dragon,/pokedex/appletun,Apple Nectar Pokémon,0.4,13,Ripen,45,170,Erratic,50% male, 50% female,110,85,80,100,80,30,485
#0843,Silicobra,Ground,Nan,/pokedex/silicobra,Sand Snake Pokémon,2.2,7.6,Sand Spit,255,63,Medium Fast,50% male, 50% female,52,57,75,35,50,46,315
#0844,Sandaconda,Ground,Nan,/pokedex/sandaconda,Sand Snake Pokémon,3.8,65.5,Sand Spit,120,179,Medium Fast,50% male, 50% female,72,107,125,65,70,71,510
#0845,Cramorant,Flying,Water,/pokedex/cramorant,Gulp Pokémon,0.8,18,Gulp Missile,45,166,Medium Fast,50% male, 50% female,70,85,55,85,95,85,475
#0846,Arrokuda,Water,Nan,/pokedex/arrokuda,Rush Pokémon,0.5,1,Swift Swim,255,56,Slow,50% male, 50% female,41,63,40,40,30,66,280
#0847,Barraskewda,Water,Nan,/pokedex/barraskewda,Skewer Pokémon,1.3,30,Swift Swim,60,172,Slow,50% male, 50% female,61,123,60,60,50,136,490
#0848,Toxel,Electric,Poison,/pokedex/toxel,Baby Pokémon,0.4,11,Rattled,75,48,Medium Slow,50% male, 50% female,40,38,35,54,35,40,242
#0849,Toxtricity,Electric,Poison,/pokedex/toxtricity,Punk Pokémon,1.6,40,Punk Rock,45,176,Medium Slow,50% male, 50% female,75,98,70,114,70,75,502
#0850,Sizzlipede,Fire,Bug,/pokedex/sizzlipede,Radiator Pokémon,0.7,1,Flash Fire,190,61,Medium Fast,50% male, 50% female,50,65,45,50,50,45,305
#0851,Centiskorch,Fire,Bug,/pokedex/centiskorch,Radiator Pokémon,3,120,Flash Fire,75,184,Medium Fast,50% male, 50% female,100,115,65,90,90,65,525
#0852,Clobbopus,Fighting,Nan,/pokedex/clobbopus,Tantrum Pokémon,0.6,4,Limber,180,62,Medium Slow,50% male, 50% female,50,68,60,50,50,32,310
#0853,Grapploct,Fighting,Nan,/pokedex/grapploct,Tantrum Pokémon,1.6,39,Limber,45,168,Medium Slow,50% male, 50% female,80,118,90,70,80,42,480
#0854,Sinistea,Ghost,Nan,/pokedex/sinistea,Black Tea Pokémon,0.1,0.2,Weak Armor,120,62,Medium Fast,Genderless,40,45,45,74,54,50,308,
#0855,Polteageist,Ghost,Nan,/pokedex/polteageist,Black Tea Pokémon,0.2,0.4,Weak Armor,60,178,Medium Fast,Genderless,60,65,65,134,114,70,508,
#0856,Hatenna,Psychic,Nan,/pokedex/hatenna,Calm Pokémon,0.4,3.4,Healer,235,53,Slow,0% male, 100% female,42,30,45,56,53,39,265
#0857,Hattrem,Psychic,Nan,/pokedex/hattrem,Serene Pokémon,0.6,4.8,Healer,120,130,Slow,0% male, 100% female,57,40,65,86,73,49,370
#0858,Hatterene,Psychic,Fairy,/pokedex/hatterene,Silent Pokémon,2.1,5.1,Healer,45,255,Slow,0% male, 100% female,57,90,95,136,103,29,510
#0859,Impidimp,Dark,Fairy,/pokedex/impidimp,Wily Pokémon,0.4,5.5,Prankster,255,53,Medium Fast,100% male, 0% female,45,45,30,55,40,50,265
#0860,Morgrem,Dark,Fairy,/pokedex/morgrem,Devious Pokémon,0.8,12.5,Prankster,120,130,Medium Fast,100% male, 0% female,65,60,45,75,55,70,370
#0861,Grimmsnarl,Dark,Fairy,/pokedex/grimmsnarl,Bulk Up Pokémon,1.5,61,Prankster,45,255,Medium Fast,100% male, 0% female,95,120,65,95,75,60,510
#0862,Obstagoon,Dark,Normal,/pokedex/obstagoon,Blocking Pokémon,1.6,46,Reckless,45,260,Medium Fast,50% male, 50% female,93,90,101,60,81,95,520
#0863,Perrserker,Steel,Nan,/pokedex/perrserker,Viking Pokémon,0.8,28,Battle Armor,90,154,Medium Fast,50% male, 50% female,70,110,100,50,60,50,440
#0864,Cursola,Ghost,Nan,/pokedex/cursola,Coral Pokémon,1,0.4,Weak Armor,30,179,Fast,25% male, 75% female,60,95,50,145,130,30,510
#0865,Sirfetch'd,Fighting,Nan,/pokedex/sirfetchd,Wild Duck Pokémon,0.8,117,Steadfast,45,177,Medium Fast,50% male, 50% female,62,135,95,68,82,65,507
#0866,Mr. Rime,Ice,Psychic,/pokedex/mr-rime,Comedian Pokémon,1.5,58.2,Tangled Feet,45,182,Medium Fast,50% male, 50% female,80,85,75,110,100,70,520
#0867,Runerigus,Ground,Ghost,/pokedex/runerigus,Grudge Pokémon,1.6,66.6,Wandering Spirit,90,169,Medium Fast,50% male, 50% female,58,95,145,50,105,30,483
#0868,Milcery,Fairy,Nan,/pokedex/milcery,Cream Pokémon,0.2,0.3,Sweet Veil,200,54,Medium Fast,0% male, 100% female,45,40,40,50,61,34,270
#0869,Alcremie,Fairy,Nan,/pokedex/alcremie,Cream Pokémon,0.3,0.5,Sweet Veil,100,173,Medium Fast,0% male, 100% female,65,60,75,110,121,64,495
#0870,Falinks,Fighting,Nan,/pokedex/falinks,Formation Pokémon,3,62,Battle Armor,45,165,Medium Fast,Genderless,65,100,100,70,60,75,470,
#0871,Pincurchin,Electric,Nan,/pokedex/pincurchin,Sea Urchin Pokémon,0.3,1,Lightning Rod,75,152,Medium Fast,50% male, 50% female,48,101,95,91,85,15,435
#0872,Snom,Ice,Bug,/pokedex/snom,Worm Pokémon,0.3,3.8,Shield Dust,190,37,Medium Fast,50% male, 50% female,30,25,35,45,30,20,185
#0873,Frosmoth,Ice,Bug,/pokedex/frosmoth,Frost Moth Pokémon,1.3,42,Shield Dust,75,166,Medium Fast,50% male, 50% female,70,65,60,125,90,65,475
#0874,Stonjourner,Rock,Nan,/pokedex/stonjourner,Big Rock Pokémon,2.5,520,Power Spot,60,165,Slow,50% male, 50% female,100,125,135,20,20,70,470
#0875,Eiscue,Ice,Nan,/pokedex/eiscue,Penguin Pokémon,1.4,89,Ice Face,60,165,Slow,50% male, 50% female,75,80,110,65,90,50,470
#0876,Indeedee,Psychic,Normal,/pokedex/indeedee,Emotion Pokémon,0.9,28,Inner Focus,30,166,Fast,100% male, 0% female,60,65,55,105,95,95,475
#0877,Morpeko,Electric,Dark,/pokedex/morpeko,Two-Sided Pokémon,0.3,3,Hunger Switch,180,153,Medium Fast,50% male, 50% female,58,95,58,70,58,97,436
#0878,Cufant,Steel,Nan,/pokedex/cufant,Copperderm Pokémon,1.2,100,Sheer Force,190,66,Medium Fast,50% male, 50% female,72,80,49,40,49,40,330
#0879,Copperajah,Steel,Nan,/pokedex/copperajah,Copperderm Pokémon,3,650,Sheer Force,90,175,Medium Fast,50% male, 50% female,122,130,69,80,69,30,500
#0880,Dracozolt,Electric,Dragon,/pokedex/dracozolt,Fossil Pokémon,1.8,190,Volt Absorb,45,177,Slow,Genderless,90,100,90,80,70,75,505,
#0881,Arctozolt,Electric,Ice,/pokedex/arctozolt,Fossil Pokémon,2.3,150,Volt Absorb,45,177,Slow,Genderless,90,100,90,90,80,55,505,
#0882,Dracovish,Water,Dragon,/pokedex/dracovish,Fossil Pokémon,2.3,215,Water Absorb,45,177,Slow,Genderless,90,90,100,70,80,75,505,
#0883,Arctovish,Water,Ice,/pokedex/arctovish,Fossil Pokémon,2,175,Water Absorb,45,177,Slow,Genderless,90,90,100,80,90,55,505,
#0884,Duraludon,Steel,Dragon,/pokedex/duraludon,Alloy Pokémon,1.8,40,Light Metal,45,187,Medium Fast,50% male, 50% female,70,95,115,120,50,85,535
#0885,Dreepy,Dragon,Ghost,/pokedex/dreepy,Lingering Pokémon,0.5,2,Clear Body,45,54,Slow,50% male, 50% female,28,60,30,40,30,82,270
#0886,Drakloak,Dragon,Ghost,/pokedex/drakloak,Caretaker Pokémon,1.4,11,Clear Body,45,144,Slow,50% male, 50% female,68,80,50,60,50,102,410
#0887,Dragapult,Dragon,Ghost,/pokedex/dragapult,Stealth Pokémon,3,50,Clear Body,45,300,Slow,50% male, 50% female,88,120,75,100,75,142,600
#0888,Zacian,Fairy,Nan,/pokedex/zacian,Warrior Pokémon,2.8,110,Intrepid Sword,10,330,Slow,Genderless,92,120,115,80,115,138,660,
#0889,Zamazenta,Fighting,Nan,/pokedex/zamazenta,Warrior Pokémon,2.9,210,Dauntless Shield,10,330,Slow,Genderless,92,120,115,80,115,138,660,
#0890,Eternatus,Poison,Dragon,/pokedex/eternatus,Gigantic Pokémon,20,950,Pressure,255,345,Slow,Genderless,140,85,95,145,95,130,690,
#0891,Kubfu,Fighting,Nan,/pokedex/kubfu,Wushu Pokémon,0.6,12,Inner Focus,3,77,Slow,87.5% male, 12.5% female,60,90,60,53,50,72,385
#0892,Urshifu,Fighting,Dark,/pokedex/urshifu,Wushu Pokémon,1.9,105,Unseen Fist,3,275,Slow,87.5% male, 12.5% female,100,130,100,63,60,97,550
#0893,Zarude,Dark,Grass,/pokedex/zarude,Rogue Monkey Pokémon,1.8,70,Leaf Guard,3,300,Slow,Genderless,105,120,105,70,95,105,600,
#0894,Regieleki,Electric,Nan,/pokedex/regieleki,Electron Pokémon,1.2,145,Transistor,3,290,Slow,Genderless,80,100,50,100,50,200,580,
#0895,Regidrago,Dragon,Nan,/pokedex/regidrago,Dragon Orb Pokémon,2.1,200,Dragon's Maw,3,290,Slow,Genderless,200,100,50,100,50,80,580,
#0896,Glastrier,Ice,Nan,/pokedex/glastrier,Wild Horse Pokémon,2.2,800,Chilling Neigh,3,290,Slow,Genderless,100,145,130,65,110,30,580,
#0897,Spectrier,Ghost,Nan,/pokedex/spectrier,Swift Horse Pokémon,2,44.5,Grim Neigh,3,290,Slow,Genderless,100,65,60,145,80,130,580,
#0898,Calyrex,Psychic,Grass,/pokedex/calyrex,King Pokémon,1.1,7.7,Unnerve,3,250,Slow,Genderless,100,80,80,80,80,80,500,
#0899,Wyrdeer,Normal,Psychic,/pokedex/wyrdeer,Big Horn Pokémon,1.8,95.1,Intimidate,45,263,Slow,50% male, 50% female,103,105,72,105,75,65,525
#0900,Kleavor,Bug,Rock,/pokedex/kleavor,Axe Pokémon,1.8,89,Swarm,15,175,Medium Fast,50% male, 50% female,70,135,95,45,70,85,500
#0901,Ursaluna,Ground,Normal,/pokedex/ursaluna,Peat Pokémon,2.4,290,Guts,20,275,Medium Fast,50% male, 50% female,130,140,105,45,80,50,550
#0902,Basculegion,Water,Ghost,/pokedex/basculegion,Big Fish Pokémon,3,110,Swift Swim,45,265,Medium Fast,100% male, 0% female,120,112,65,80,75,78,530
#0903,Sneasler,Fighting,Poison,/pokedex/sneasler,Free Climb Pokémon,1.3,43,Pressure,20,102,Medium Slow,50% male, 50% female,80,130,60,40,80,120,510
#0904,Overqwil,Dark,Poison,/pokedex/overqwil,Pin Cluster Pokémon,2.5,60.5,Poison Point,45,179,Medium Fast,50% male, 50% female,85,115,95,65,65,85,510
#0905,Enamorus,Fairy,Flying,/pokedex/enamorus,Love-Hate Pokémon,1.6,48,Cute Charm,3,116,Slow,0% male, 100% female,74,115,70,135,80,106,580
#0906,Sprigatito,Grass,Nan,/pokedex/sprigatito,Grass Cat Pokémon,0.4,4.1,Overgrow,45,62,Medium Slow,87.5% male, 12.5% female,40,61,54,45,45,65,310
#0907,Floragato,Grass,Nan,/pokedex/floragato,Grass Cat Pokémon,0.9,12.2,Overgrow,45,144,Medium Slow,87.5% male, 12.5% female,61,80,63,60,63,83,410
#0908,Meowscarada,Grass,Dark,/pokedex/meowscarada,Magician Pokémon,1.5,31.2,Overgrow,45,265,Medium Slow,87.5% male, 12.5% female,76,110,70,81,70,123,530
#0909,Fuecoco,Fire,Nan,/pokedex/fuecoco,Fire Croc Pokémon,0.4,9.8,Blaze,45,62,Medium Slow,87.5% male, 12.5% female,67,45,59,63,40,36,310
#0910,Crocalor,Fire,Nan,/pokedex/crocalor,Fire Croc Pokémon,1,30.7,Blaze,45,144,Medium Slow,87.5% male, 12.5% female,81,55,78,90,58,49,411
#0911,Skeledirge,Fire,Ghost,/pokedex/skeledirge,Singer Pokémon,1.6,326.5,Blaze,45,265,Medium Slow,87.5% male, 12.5% female,104,75,100,110,75,66,530
#0912,Quaxly,Water,Nan,/pokedex/quaxly,Duckling Pokémon,0.5,6.1,Torrent,45,62,Medium Slow,87.5% male, 12.5% female,55,65,45,50,45,50,310
#0913,Quaxwell,Water,Nan,/pokedex/quaxwell,Practicing Pokémon,1.2,21.5,Torrent,45,144,Medium Slow,87.5% male, 12.5% female,70,85,65,65,60,65,410
#0914,Quaquaval,Water,Fighting,/pokedex/quaquaval,Dancer Pokémon,1.8,61.9,Torrent,45,265,Medium Slow,87.5% male, 12.5% female,85,120,80,85,75,85,530
#0915,Lechonk,Normal,Nan,/pokedex/lechonk,Hog Pokémon,0.5,10.2,Aroma Veil,255,51,Medium Fast,50% male, 50% female,54,45,40,35,45,35,254
#0916,Oinkologne,Normal,Nan,/pokedex/oinkologne,Hog Pokémon,1,120,Lingering Aroma,100,171,Medium Fast,100% male, 0% female,110,100,75,59,80,65,489
#0917,Tarountula,Bug,Nan,/pokedex/tarountula,String Ball Pokémon,0.3,4,Insomnia,255,42,Erratic,50% male, 50% female,35,41,45,29,40,20,210
#0918,Spidops,Bug,Nan,/pokedex/spidops,Trap Pokémon,1,16.5,Insomnia,120,141,Erratic,50% male, 50% female,60,79,92,52,86,35,404
#0919,Nymble,Bug,Nan,/pokedex/nymble,Grasshopper Pokémon,0.2,1,Swarm,190,42,Medium Fast,50% male, 50% female,33,46,40,21,25,45,210
#0920,Lokix,Bug,Dark,/pokedex/lokix,Grasshopper Pokémon,1,17.5,Swarm,30,158,Medium Fast,50% male, 50% female,71,102,78,52,55,92,450
#0921,Pawmi,Electric,Nan,/pokedex/pawmi,Mouse Pokémon,0.3,2.5,Static,190,48,Medium Fast,50% male, 50% female,45,50,20,40,25,60,240
#0922,Pawmo,Electric,Fighting,/pokedex/pawmo,Mouse Pokémon,0.4,6.5,Volt Absorb,80,123,Medium Fast,50% male, 50% female,60,75,40,50,40,85,350
#0923,Pawmot,Electric,Fighting,/pokedex/pawmot,Hands-On Pokémon,0.9,41,Volt Absorb,45,245,Medium Fast,50% male, 50% female,70,115,70,70,60,105,490
#0924,Tandemaus,Normal,Nan,/pokedex/tandemaus,Couple Pokémon,0.3,1.8,Run Away,150,61,Fast,Genderless,50,50,45,40,45,75,305,
#0925,Maushold,Normal,Nan,/pokedex/maushold,Family Pokémon,0.3,2.8,Friend Guard,75,165,Fast,Genderless,74,75,70,65,75,111,470,
#0926,Fidough,Fairy,Nan,/pokedex/fidough,Puppy Pokémon,0.3,10.9,Own Tempo,190,62,Medium Slow,50% male, 50% female,37,55,70,30,55,65,312
#0927,Dachsbun,Fairy,Nan,/pokedex/dachsbun,Dog Pokémon,0.5,14.9,Well-Baked Body,90,167,Medium Slow,50% male, 50% female,57,80,115,50,80,95,477
#0928,Smoliv,Grass,Normal,/pokedex/smoliv,Olive Pokémon,0.3,6.5,Early Bird,255,52,Medium Slow,50% male, 50% female,41,35,45,58,51,30,260
#0929,Dolliv,Grass,Normal,/pokedex/dolliv,Olive Pokémon,0.6,11.9,Early Bird,120,124,Medium Slow,50% male, 50% female,52,53,60,78,78,33,354
#0930,Arboliva,Grass,Normal,/pokedex/arboliva,Olive Pokémon,1.4,48.2,Seed Sower,45,255,Medium Slow,50% male, 50% female,78,69,90,125,109,39,510
#0931,Squawkabilly,Normal,Flying,/pokedex/squawkabilly,Parrot Pokémon,0.6,2.4,Intimidate,190,146,Erratic,50% male, 50% female,82,96,51,45,51,92,417
#0932,Nacli,Rock,Nan,/pokedex/nacli,Rock Salt Pokémon,0.4,16,Purifying Salt,255,56,Medium Slow,50% male, 50% female,55,55,75,35,35,25,280
#0933,Naclstack,Rock,Nan,/pokedex/naclstack,Rock Salt Pokémon,0.6,105,Purifying Salt,120,124,Medium Slow,50% male, 50% female,60,60,100,35,65,35,355
#0934,Garganacl,Rock,Nan,/pokedex/garganacl,Rock Salt Pokémon,2.3,240,Purifying Salt,45,250,Medium Slow,50% male, 50% female,100,100,130,45,90,35,500
#0935,Charcadet,Fire,Nan,/pokedex/charcadet,Fire Child Pokémon,0.6,10.5,Flash Fire,90,51,Slow,50% male, 50% female,40,50,40,50,40,35,255
#0936,Armarouge,Fire,Psychic,/pokedex/armarouge,Fire Warrior Pokémon,1.5,85,Flash Fire,25,263,Slow,50% male, 50% female,85,60,100,125,80,75,525
#0937,Ceruledge,Fire,Ghost,/pokedex/ceruledge,Fire Blades Pokémon,1.6,62,Flash Fire,25,263,Slow,50% male, 50% female,75,125,80,60,100,85,525
#0938,Tadbulb,Electric,Nan,/pokedex/tadbulb,EleTadpole Pokémon,0.3,0.4,Own Tempo,190,54,Medium Fast,50% male, 50% female,61,31,41,59,35,45,272
#0939,Bellibolt,Electric,Nan,/pokedex/bellibolt,EleFrog Pokémon,1.2,113,Electromorphosis,50,173,Medium Fast,50% male, 50% female,109,64,91,103,83,45,495
#0940,Wattrel,Electric,Flying,/pokedex/wattrel,Storm Petrel Pokémon,0.4,3.6,Wind Power,180,56,Medium Slow,50% male, 50% female,40,40,35,55,40,70,280
#0941,Kilowattrel,Electric,Flying,/pokedex/kilowattrel,Frigatebird Pokémon,1.4,38.6,Wind Power,90,172,Medium Slow,50% male, 50% female,70,70,60,105,60,125,490
#0942,Maschiff,Dark,Nan,/pokedex/maschiff,Rascal Pokémon,0.5,16,Intimidate,150,68,Medium Slow,50% male, 50% female,60,78,60,40,51,51,340
#0943,Mabosstiff,Dark,Nan,/pokedex/mabosstiff,Boss Pokémon,1.1,61,Intimidate,75,177,Medium Slow,50% male, 50% female,80,120,90,60,70,85,505
#0944,Shroodle,Poison,Normal,/pokedex/shroodle,Toxic Mouse Pokémon,0.2,0.7,Unburden,190,58,Medium Slow,50% male, 50% female,40,65,35,40,35,75,290
#0945,Grafaiai,Poison,Normal,/pokedex/grafaiai,Toxic Monkey Pokémon,0.7,27.2,Unburden,90,170,Medium Slow,50% male, 50% female,63,95,65,80,72,110,485
#0946,Bramblin,Grass,Ghost,/pokedex/bramblin,Tumbleweed Pokémon,0.6,0.6,Wind Rider,190,55,Medium Fast,50% male, 50% female,40,65,30,45,35,60,275
#0947,Brambleghast,Grass,Ghost,/pokedex/brambleghast,Tumbleweed Pokémon,1.2,6,Wind Rider,45,168,Medium Fast,50% male, 50% female,55,115,70,80,70,90,480
#0948,Toedscool,Ground,Grass,/pokedex/toedscool,Woodear Pokémon,0.9,33,Mycelium Might,190,67,Medium Slow,50% male, 50% female,40,40,35,50,100,70,335
#0949,Toedscruel,Ground,Grass,/pokedex/toedscruel,Woodear Pokémon,1.9,58,Mycelium Might,90,180,Medium Slow,50% male, 50% female,80,70,65,80,120,100,515
#0950,Klawf,Rock,Nan,/pokedex/klawf,Ambush Pokémon,1.3,79,Anger Shell,120,158,Medium Fast,50% male, 50% female,70,100,115,35,55,75,450
#0951,Capsakid,Grass,Nan,/pokedex/capsakid,Spicy Pepper Pokémon,0.3,3,Chlorophyll,190,61,Medium Fast,50% male, 50% female,50,62,40,62,40,50,304
#0952,Scovillain,Grass,Fire,/pokedex/scovillain,Spicy Pepper Pokémon,0.9,15,Chlorophyll,75,170,Medium Fast,50% male, 50% female,65,108,65,108,65,75,486
#0953,Rellor,Bug,Nan,/pokedex/rellor,Rolling Pokémon,0.2,1,Compound Eyes,190,54,Fast,50% male, 50% female,41,50,60,31,58,30,270
#0954,Rabsca,Bug,Psychic,/pokedex/rabsca,Rolling Pokémon,0.3,3.5,Synchronize,45,165,Fast,50% male, 50% female,75,50,85,115,100,45,470
#0955,Flittle,Psychic,Nan,/pokedex/flittle,Frill Pokémon,0.2,1.5,Anticipation,120,51,Medium Slow,50% male, 50% female,30,35,30,55,30,75,255
#0956,Espathra,Psychic,Nan,/pokedex/espathra,Ostrich Pokémon,1.9,90,Opportunist,60,168,Medium Slow,50% male, 50% female,95,60,60,101,60,105,481
#0957,Tinkatink,Fairy,Steel,/pokedex/tinkatink,Metalsmith Pokémon,0.4,8.9,Mold Breaker,190,59,Medium Slow,0% male, 100% female,50,45,45,35,64,58,297
#0958,Tinkatuff,Fairy,Steel,/pokedex/tinkatuff,Hammer Pokémon,0.7,59.1,Mold Breaker,90,133,Medium Slow,0% male, 100% female,65,55,55,45,82,78,380
#0959,Tinkaton,Fairy,Steel,/pokedex/tinkaton,Hammer Pokémon,0.7,112.8,Mold Breaker,45,253,Medium Slow,0% male, 100% female,85,75,77,70,105,94,506
#0960,Wiglett,Water,Nan,/pokedex/wiglett,Garden Eel Pokémon,1.2,1.8,Gooey,255,49,Medium Fast,50% male, 50% female,10,55,25,35,25,95,245
#0961,Wugtrio,Water,Nan,/pokedex/wugtrio,Garden Eel Pokémon,1.2,5.4,Gooey,50,149,Medium Fast,50% male, 50% female,35,100,50,50,70,120,425
#0962,Bombirdier,Flying,Dark,/pokedex/bombirdier,Item Drop Pokémon,1.5,42.9,Big Pecks,25,243,Slow,50% male, 50% female,70,103,85,60,85,82,485
#0963,Finizen,Water,Nan,/pokedex/finizen,Dolphin Pokémon,1.3,60.2,Water Veil,200,63,Slow,50% male, 50% female,70,45,40,45,40,75,315
#0964,Palafin,Water,Nan,/pokedex/palafin,Dolphin Pokémon,1.3,60.2,Zero to Hero,45,160,Slow,50% male, 50% female,100,70,72,53,62,100,457
#0965,Varoom,Steel,Poison,/pokedex/varoom,Single-Cyl Pokémon,1,35,Overcoat,190,60,Medium Fast,50% male, 50% female,45,70,63,30,45,47,300
#0966,Revavroom,Steel,Poison,/pokedex/revavroom,Multi-Cyl Pokémon,1.8,120,Overcoat,75,175,Medium Fast,50% male, 50% female,80,119,90,54,67,90,500
#0967,Cyclizar,Dragon,Normal,/pokedex/cyclizar,Mount Pokémon,1.6,63,Shed Skin,190,175,Medium Slow,50% male, 50% female,70,95,65,85,65,121,501
#0968,Orthworm,Steel,Nan,/pokedex/orthworm,Earthworm Pokémon,2.5,310,Earth Eater,25,240,Slow,50% male, 50% female,70,85,145,60,55,65,480
